#OTUID	TJPBXD03C04B1I	TJPBXD03C04B2I	TJPBXD03C16B1I	TJPBXD03C16B2I	TJPBXD03C21B1I	TJPBXD03C21B2I	TJPBXD03C25B1I	TJPBXD03C25B2I	TJPBXD03C35B1I	TJPBXD03C35B2I	TJPBXD03C47B1I	TJPBXD03C47B2I	TJPBXD03C54B1I	TJPBXD03C54B2I	TJPBXD03C58B1I	TJPBXD03C58B2I	TJPBXD06C04B1I	TJPBXD06C04B2I	TJPBXD06C16B1I	TJPBXD06C21B1I	TJPBXD06C21B2I	TJPBXD06C25B1I	TJPBXD06C25B2I	TJPBXD06C35B1I	TJPBXD06C35B2I	TJPBXD06C47B1I	TJPBXD06C47B2I	TJPBXD06C54B1I	TJPBXD06C54B2I	TJPBXD06C58B1I	TJPBXD06C58B2I	TJPBXD13C04B1I	TJPBXD13C04B2I	TJPBXD13C16B1I	TJPBXD13C16B2I	TJPBXD13C21B1I	TJPBXD13C21B2I	TJPBXD13C25B1I	TJPBXD13C35B1I	TJPBXD13C35B2I	TJPBXD13C47B1I	TJPBXD13C47B2I	TJPBXD13C54B1I	TJPBXD13C54B2I	TJPBXD13C58B1I	TJPBXD13C58B2I	TJPBXD03C03B2I	TJPBXD03C08B1I	TJPBXD03C08B2I	TJPBXD03C17B1I	TJPBXD03C17B2I	TJPBXD03C27B1I	TJPBXD03C27B2I	TJPBXD03C33B1I	TJPBXD03C33B2I	TJPBXD03C43B2I	TJPBXD03C56B1I	TJPBXD03C56B2I	TJPBXD03C62B2I	TJPBXD06C03B1I	TJPBXD06C03B2I	TJPBXD06C08B2I	TJPBXD06C17B2I	TJPBXD06C27B1I	TJPBXD06C27B2I	TJPBXD06C33B1I	TJPBXD06C43B2I	TJPBXD06C56B1I	TJPBXD06C56B2I	TJPBXD06C62B1I	TJPBXD06C62B2I	TJPBXD13C03B1I	TJPBXD13C03B2I	TJPBXD13C08B1I	TJPBXD13C08B2I	TJPBXD13C17B1I	TJPBXD13C17B2I	TJPBXD13C27B1I	TJPBXD13C27B2I	TJPBXD13C33B1I	TJPBXD13C33B2I	TJPBXD13C43B1I	TJPBXD13C43B2I	TJPBXD13C56B1I	TJPBXD13C56B2I	TJPBXD13C62B1I	TJPBXD13C62B2I	TJPBXD03C06B1I	TJPBXD03C06B2I	TJPBXD03C14B1I	TJPBXD03C14B2I	TJPBXD03C22B1I	TJPBXD03C22B2I	TJPBXD03C32B1I	TJPBXD03C32B2I	TJPBXD03C41B1I	TJPBXD03C41B2I	TJPBXD03C48B1I	TJPBXD03C48B2I	TJPBXD03C51B1I	TJPBXD03C51B2I	TJPBXD03C57B1I	TJPBXD03C57B2I	TJPBXD06C06B1I	TJPBXD06C06B2I	TJPBXD06C14B1I	TJPBXD06C14B2I	TJPBXD06C22B2I	TJPBXD06C32B1I	TJPBXD06C32B2I	TJPBXD06C41B1I	TJPBXD06C41B2I	TJPBXD06C48B1I	TJPBXD06C48B2I	TJPBXD06C51B1I	TJPBXD06C51B2I	TJPBXD06C57B1I	TJPBXD06C57B2I	TJPBXD13C06B1I	TJPBXD13C06B2I	TJPBXD13C14B1I	TJPBXD13C14B2I	TJPBXD13C22B1I	TJPBXD13C22B2I	TJPBXD13C32B1I	TJPBXD13C32B2I	TJPBXD13C41B1I	TJPBXD13C41B2I	TJPBXD13C48B1I	TJPBXD13C48B2I	TJPBXD13C51B1I	TJPBXD13C51B2I	TJPBXD13C57B1I	TJPBXD13C57B2I	TJPBXD03C01B1I	TJPBXD03C11B2I	TJPBXD03C24B2I	TJPBXD03C30B1I	TJPBXD03C30B2I	TJPBXD03C46B2I	TJPBXD03C49B1I	TJPBXD03C49B2I	TJPBXD03C59B1I	TJPBXD03C59B2I	TJPBXD06C01B2I	TJPBXD06C11B1I	TJPBXD06C11B2I	TJPBXD06C24B1I	TJPBXD06C24B2I	TJPBXD06C30B1I	TJPBXD06C30B2I	TJPBXD06C40B1I	TJPBXD06C40B2I	TJPBXD06C46B1I	TJPBXD06C46B2I	TJPBXD06C49B1I	TJPBXD06C59B1I	TJPBXD06C59B2I	TJPBXD13C01B1I	TJPBXD13C01B2I	TJPBXD13C11B1I	TJPBXD13C11B2I	TJPBXD13C24B1I	TJPBXD13C24B2I	TJPBXD13C30B1I	TJPBXD13C30B2I	TJPBXD13C40B1I	TJPBXD13C40B2I	TJPBXD13C46B1I	TJPBXD13C46B2I	TJPBXD13C49B1I	TJPBXD13C49B2I	TJPBXD13C59B1I	TJPBXD13C59B2I	TJPBXD03C05B1I	TJPBXD03C05B2I	TJPBXD03C09B1I	TJPBXD03C09B2I	TJPBXD03C19B1I	TJPBXD03C19B2I	TJPBXD03C31B1I	TJPBXD03C31B2I	TJPBXD03C38B1I	TJPBXD03C38B2I	TJPBXD03C42B1I	TJPBXD03C42B2I	TJPBXD03C52B1I	TJPBXD03C64B1I	TJPBXD03C64B2I	TJPBXD06C05B1I	TJPBXD06C05B2I	TJPBXD06C09B1I	TJPBXD06C09B2I	TJPBXD06C19B1I	TJPBXD06C19B2I	TJPBXD06C31B1I	TJPBXD06C31B2I	TJPBXD06C38B1I	TJPBXD06C38B2I	TJPBXD06C42B1I	TJPBXD06C42B2I	TJPBXD06C52B1I	TJPBXD06C52B2I	TJPBXD06C64B1I	TJPBXD06C64B2I	TJPBXD13C05B1I	TJPBXD13C05B2I	TJPBXD13C09B1I	TJPBXD13C09B2I	TJPBXD13C19B1I	TJPBXD13C19B2I	TJPBXD13C31B1I	TJPBXD13C31B2I	TJPBXD13C38B1I	TJPBXD13C38B2I	TJPBXD13C42B1I	TJPBXD13C42B2I	TJPBXD13C52B1I	TJPBXD13C52B2I	TJPBXD13C64B1I	TJPBXD13C64B2I
SH205386.07FU_AB273565_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	3032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH210204.07FU_FN691451_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3786	0	0	0	0	0	0	0	0	0	0	0	0	8802	0	0	9360	2808	3773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12971	0	0	0	0	0	1766	0	2155	0	67	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3509	0	0	4362	0	0	0	8282	0	3291	0	0	0	0	0	0	6444	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	755	0	124	12664	0	0	0	0	0	0	0	10165	0	0	0	0	5605	0	0	0	0	0	0	0	0	0	0
SH213125.07FU_UDB016372_refs	0	0	0	0	0	0	0	0	0	0	92469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH212416.07FU_JX270463_reps	0	0	0	0	0	0	6806	0	0	0	586	0	0	0	0	0	0	0	0	0	455	1245	0	0	0	0	0	0	4063	0	0	0	0	6283	15929	0	0	0	0	0	0	7247	0	0	0	0	3029	0	0	0	12795	0	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	0	0	4829	2240	0	0	4212	1960	7332	0	1991	0	0	0	0	0	198	0	0	10332	0	0	0	4916	0	0	0	6960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	3774	0	2009	0	0	0	0	49	0	0	0	0	222	0	0	0	0	584	0	0	6557	0	0	0	0	0	0	0	0	0	0	6258	0	155	5493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6471	16162	0	0	0	0	7865	0	0	0	0	0	0	0	0	0	0	0	6471	0	0	0	0	0	0	0	0	0	0	10123	881	0	0	0	0	0	6383	0	8183	0	0	0	0	0	0	0	0	0	0	0	0	0
SH216250.07FU_EF679363_refs	0	0	0	6027	19271	0	0	0	0	0	0	0	0	7076	0	0	0	0	15	0	0	4703	0	0	0	0	5993	0	0	6548	0	0	123	0	0	85	8504	5256	0	36	0	0	11264	0	92	2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10987	0	0	0	0	2662	0	3510	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	2193	0	0	4720	0	0	9877	15068	10526	0	0	0	0	0	0	0	0	0	0	0	0	8307	0	0	0	0	6667	0	0	0	0	0	0	0	0	844	0	0	35	0	0	7407	10465	0	0	8046	0	0	0	0	0	0	0	0	6739	0	0	0	0	0	0	0	19429	0	3158	4698	0	0	0	8993	6997	0	0	8958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129	0	0	0	0	0	0	0	1891	0	0	0	0	11397	0	0	0	0	7205	10377	0	0	0	0
SH216361.07FU_AF444541_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29552	0	6086	0	256	0	0	0	0	0	0	0	898	123	0	0	14576	0	2032	16812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0	0	0	185	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	7755	54947	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0
SH219236.07FU_AY558597_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	8286	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH200568.07FU_FJ389940_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0
SH174245.07FU_GU721359_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH174569.07FU_FR773252_reps	0	0	0	0	3646	0	0	0	0	0	1757	0	0	0	0	0	0	0	0	0	0	0	0	0	1378	0	0	8127	0	0	0	7485	0	7068	0	0	0	0	0	0	6962	3153	0	0	0	612	0	0	0	0	0	0	0	0	1587	0	1010	0	0	0	0	0	0	0	1416	0	0	14451	7738	0	909	2421	0	3422	0	5411	2877	2160	2808	0	0	0	2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6173	0	0	0	3968	0	6316	0	0	0	0	0	0	0	0	0	0	0	0	3228	0	1674	0	0	2087	4151	0	2208	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8427	0	0	0	0	102	4444	0	0	0	0	0	0	0	533	336	0	7014	0	4762	0	0	0	3548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7407	0	0	0	1636	0	1057	24	124	2948	0	20043	1237	0	0	0	0	1655	0	0	0	0	19804	0	0	3846	0	6340	0	0	0	0	0
SH174856.07FU_KC748491_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4373	0	0	0	12253	10714	0	0	0	0	6186	22272	0	0	0	0	0	0	0	0	0	0	0	69	0	204	0	9360	3240	3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9127	5422	0	0	0	0	0	0	0	0	0	0	0	0	0	4950	0	12762	0	108	0	6105	0	15894	0	2177	0	0	0	24797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6333	0	0	0	0	0	0	0	9091	0	0	0	0	0	0	0	6625	0	5667	392	0	294	7201	0	0	0	1356	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16812	307	8784	0	0	0	93	0	18203	0	0	0	0	8220	0	0	0	0	7781	0	0	0	0	0
SH175275.07FU_GU055572_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4212	0	0	5634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH176394.07FU_AY743636_refs	2857	17323	0	685	0	0	0	0	9618	13624	251	3383	0	12849	0	3425	0	0	0	0	0	1936	0	4604	0	0	0	0	941	0	0	0	617	524	1770	0	0	0	0	0	316	424	0	0	1375	5199	3756	9119	677	0	0	0	2570	1318	1190	0	6061	0	0	0	2895	0	0	0	0	3641	0	0	6366	0	6364	0	13089	0	0	371	380	216	1199	407	28169	0	1963	3155	0	0	0	6917	0	0	0	0	3330	7456	0	0	7205	11374	6227	0	10959	26316	1408	0	43775	0	0	7500	0	0	0	0	0	0	0	0	1887	0	0	0	0	0	759	0	122	270	0	0	67	35	2355	0	271	0	0	1163	4918	0	0	3509	0	0	0	0	0	0	7547	120	0	0	0	0	0	0	0	0	0	351	671	0	0	0	0	0	0	0	2194	0	30	0	0	2156	0	0	0	1124	0	0	0	1022	0	0	815	0	0	0	0	0	0	0	0	0	0	3652	0	0	249	0	0	84	0	840	0	2974	973	0	0	0	0	0	0	0	0	0	1577	0	0	0	7103	0	1538
SH218993.07FU_JX118675_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3083	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH184032.07FU_AM901862_reps	0	0	0	0	0	0	0	0	8432	0	0	3805	0	0	0	98	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	909	0	0	5933	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5227	0	0	0	0	0	3509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	0	0	0	0	0	0	0	1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053	671	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5882	0	0	0	0	3527	0	0	0	24	0	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH185074.07FU_EU661886_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5471	0	0	0	0	0	0	0	0	0	0	0	3632	0	0	0	0	95	0	0	19885	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH182977.07FU_KF251261_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12680	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH182976.07FU_JQ757887_reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13557	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH221298.07FU_HQ026746_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH217942.07FU_JQ246357_reps	5714	0	10345	0	0	0	0	11455	0	0	0	0	0	0	5802	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9776	0	0	0	0	0	0	0	0	0	0	0	0	5731	0	5238	0	0	0	0	0	0	0	0	0	0	0	0	0	2778	2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8772	0	0	0	0	11340	0	0	0	0	0	0	0	0	0	2589	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2589	0	0	0	0	0	0	0	0	0	1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9061	0	0	0	0	0	0	0	0	0	0
SH177344.07FU_KC171350_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH221533.07FU_AF145568_refs	0	0	0	0	0	0	0	0	0	5995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15614	0	10774	0	6852	0	6746	0	6061	725	0	0	0	0	0	0	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1573	0	0	0	0	0	0	0	0	0	0	14773	0	14692	366	12654	15753	0	23944	0	3213	0	0	0	0	0	0	0	0	0	0	15082	0	0	0	0	0	0	0	5583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7463	0	0	0	0	0	0	13108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8235	0	0	0	0	0	0	0	21067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16404	0	0	0	0	0	0
SH185506.07FU_HM347712_refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
