	PD_whole_tree	chao1	observed_species	shannon	simpson
TJPBXD06C48B1C	12.47732	349.666666667	255.0	5.20025506461	0.941749192517
TJPBXD06C48B1I	6.11552	128.0	95.0	4.23319883421	0.907716996317
TJPBXD06C48B2C	11.27614	277.375	196.0	4.65313293485	0.921592490239
TJPBXD06C49B1C	5.57903	68.0	60.0	3.45299517475	0.867561361042
TJPBXD06C49B1I	17.61089	484.127659574	262.0	2.07501026302	0.498149278416
TJPBXD06C49B2C	10.38698	244.25	170.0	3.47196167505	0.803718070366
TJPBXD06C49B2I	23.5128	643.516666667	378.0	3.02722471327	0.715638576059
TJPBXD06C51B1C	12.70594	280.12	202.0	4.05400566067	0.864863826115
TJPBXD06C51B2C	12.24634	299.789473684	230.0	4.68052924574	0.900344764553
TJPBXD06C52B1C	19.44218	367.571428571	284.0	4.31944480939	0.911632355726
TJPBXD06C52B1I	8.24732	150.583333333	101.0	2.78226702451	0.784579244404
TJPBXD06C52B2C	29.82668	879.375	457.0	4.98396604053	0.922230620557
TJPBXD06C52B2I	7.1811	200.111111111	109.0	4.68000105089	0.933666897918
TJPBXD06C54B1C	17.67492	518.069767442	317.0	5.38459254209	0.947378306176
TJPBXD06C54B1I	14.7396	298.923076923	237.0	3.93448303187	0.844014530961
TJPBXD06C54B2C	13.47163	306.04	189.0	4.35470442822	0.842148961038
TJPBXD06C54B2I	9.40793	186.2	147.0	4.08405745449	0.899682111498
TJPBXD06C56B1C	21.88991	449.019607843	344.0	4.86683151029	0.925168355906
TJPBXD06C56B1I	5.73907	120.0	66.0	2.86654519787	0.745973752366
TJPBXD06C56B2C	20.4841	465.222222222	317.0	4.17464827944	0.871911030654
TJPBXD06C56B2I	7.98118	134.12	119.0	3.80328752232	0.835253936675
TJPBXD06C57B1C	9.87794	253.772727273	165.0	4.0884461693	0.871836589973
TJPBXD06C57B1I	6.38507	135.5	83.0	3.12710464855	0.739829070241
TJPBXD06C57B2C	15.97878	369.275	322.0	5.32436153588	0.934029153846
TJPBXD06C57B2I	6.00656	85.4285714286	64.0	2.29696996003	0.618612040847
TJPBXD06C58B1C	17.9588	606.090909091	307.0	4.56102838733	0.881709909939
TJPBXD06C58B1I	8.87463	188.64	159.0	3.38543787766	0.818203295803
TJPBXD06C58B2C	26.19175	685.540540541	448.0	4.92984252912	0.936083548853
TJPBXD06C58B2I	14.56239	344.40625	260.0	4.31373624418	0.902080098436
TJPBXD06C59B1C	12.46577	272.636363636	234.0	4.57870839318	0.887970590165
TJPBXD06C59B1I	17.47974	403.565217391	266.0	4.39239619819	0.743412365916
TJPBXD06C59B2C	9.95012	212.047619048	173.0	4.10577319302	0.891964412272
TJPBXD06C59B2I	11.79976	216.181818182	133.0	2.35650159233	0.705714034219
TJPBXD06C62B1C	18.57661	543.363636364	327.0	4.56568274873	0.892452623733
TJPBXD06C62B1I	8.14697	150.884615385	128.0	4.34531659137	0.907280007918
TJPBXD06C62B2C	22.42307	595.517241379	260.0	4.1660634364	0.823582060152
TJPBXD06C62B2I	8.14085	209.5	152.0	3.77848604288	0.861044255193
TJPBXD06C64B1C	23.05341	535.384615385	300.0	3.67113103761	0.852215827653
TJPBXD06C64B1I	6.2669	88.7692307692	71.0	3.30520092872	0.827149623381
TJPBXD06C64B2C	24.99558	516.127659574	315.0	4.87037268661	0.93456052033
TJPBXD06C64B2I	10.32855	181.05	138.0	2.29307240725	0.676446685119
TJPBXD13C01B1C	15.01538	449.576923077	309.0	5.62001824087	0.963967706152
TJPBXD13C01B1I	11.69907	229.666666667	197.0	3.85838651344	0.865336402377
TJPBXD13C01B2C	11.32023	270.105263158	203.0	5.1550155967	0.945434464024
TJPBXD13C01B2I	10.0838	200.75	149.0	4.00709432308	0.876765413229
TJPBXD13C03B1C	13.62992	313.0	244.0	4.84188102118	0.941130970528
TJPBXD13C03B1I	14.32302	363.894736842	176.0	1.96880837286	0.66445144954
TJPBXD13C03B2C	10.20307	233.833333333	163.0	4.36158134697	0.903143084789
TJPBXD13C03B2I	11.96913	243.833333333	129.0	2.07752212434	0.679211366991
TJPBXD13C04B1C	19.73406	498.37037037	333.0	5.14621471992	0.939483229836
TJPBXD13C04B1I	28.70615	472.30952381	366.0	3.1164866324	0.733528682852
TJPBXD13C04B2C	18.9323	429.535714286	308.0	5.45168403522	0.944103308118
TJPBXD13C04B2I	10.70113	190.789473684	141.0	3.5012824556	0.841315185466
TJPBXD13C05B1C	16.70687	450.216216216	356.0	5.58126953628	0.964585039191
TJPBXD13C05B1I	10.70299	158.043478261	109.0	4.41617003093	0.909447837702
TJPBXD13C05B2C	11.92673	244.0	203.0	4.49309147236	0.895922322807
TJPBXD13C05B2I	13.85697	315.0	213.0	3.05974409284	0.776743089742
TJPBXD13C06B1C	16.12467	393.3125	320.0	5.56676770541	0.963718321738
TJPBXD13C06B1I	16.81424	356.682926829	289.0	2.97518271702	0.745672323593
TJPBXD13C06B2C	13.18166	298.636363636	236.0	4.86779304723	0.935948457303
TJPBXD13C06B2I	10.63806	141.058823529	110.0	1.47196195632	0.526390116207
TJPBXD13C08B1C	12.02671	255.04	202.0	4.63449564208	0.925822750032
TJPBXD13C08B1I	18.11413	365.5	268.0	3.86750533496	0.873060315487
TJPBXD13C08B2C	19.43062	462.5	382.0	5.6724217544	0.964326352877
TJPBXD13C09B1C	11.72745	258.833333333	167.0	3.67144682311	0.832848970528
TJPBXD13C09B1I	12.50852	240.076923077	130.0	1.27689462169	0.392017175528
TJPBXD13C09B2C	10.6154	258.833333333	167.0	3.07855035643	0.756432182566
TJPBXD13C09B2I	13.07925	226.916666667	132.0	1.77635771964	0.663632367927
TJPBXD13C11B1C	15.65834	448.217391304	321.0	6.04959069797	0.976582205201
TJPBXD13C11B1I	22.67773	534.538461538	415.0	4.94441982028	0.93438618681
TJPBXD13C11B2C	17.89929	451.1	351.0	6.0463070546	0.972887022485
TJPBXD13C11B2I	17.138	294.774193548	210.0	1.74205673772	0.472774720885
TJPBXD13C14B1C	11.82327	266.8	208.0	5.32358258134	0.961041794465
TJPBXD13C14B1I	7.464	138.125	68.0	3.11244465901	0.816261837446
TJPBXD13C14B2C	12.64269	339.896551724	239.0	4.80998072969	0.935649070961
TJPBXD13C14B2I	15.40956	333.783783784	235.0	2.55311931439	0.750162175767
TJPBXD13C16B1C	13.52709	239.344827586	172.0	2.35423919126	0.639003031
TJPBXD13C16B1I	9.8316	203.5	100.0	2.72480751686	0.741157154306
TJPBXD13C16B2C	22.99827	472.75	338.0	5.05454099036	0.938533737847
TJPBXD13C16B2I	13.0441	230.136363636	155.0	2.27728119635	0.650937993101
TJPBXD13C17B1C	15.12441	394.055555556	289.0	5.30816494268	0.952897974526
TJPBXD13C17B1I	15.45525	299.333333333	202.0	2.11206498258	0.642617244775
TJPBXD13C17B2C	14.59886	347.317073171	295.0	5.4580042985	0.958275091624
TJPBXD13C17B2I	14.84281	300.896551724	200.0	3.28542187995	0.821783408781
TJPBXD13C19B1C	11.48705	240.576923077	177.0	3.53590505562	0.834430378803
TJPBXD13C19B1I	14.3345	248.46875	173.0	1.81793665586	0.670696864397
TJPBXD13C19B2C	15.7749	395.333333333	290.0	5.36974943014	0.942848517816
TJPBXD13C19B2I	14.92584	304.78125	201.0	2.47241659081	0.710588648612
TJPBXD13C21B1C	24.13425	575.56097561	462.0	5.91378701454	0.966097402821
TJPBXD13C21B1I	17.75065	378.666666667	279.0	3.41695366342	0.822791038758
TJPBXD13C21B2C	18.91338	493.666666667	314.0	4.11468656307	0.854633746096
TJPBXD13C21B2I	10.95151	183.315789474	108.0	0.983821474186	0.240902604274
TJPBXD13C22B1C	14.21379	458.05	271.0	5.74398895652	0.971522537222
TJPBXD13C22B1I	11.25421	225.043478261	176.0	3.39290926861	0.805082592273
TJPBXD13C22B2C	10.48593	278.4	183.0	3.9875400608	0.918311287831
TJPBXD13C22B2I	11.95093	214.181818182	174.0	2.14687571115	0.675929263899
TJPBXD13C24B1C	13.36208	314.666666667	241.0	5.4111624422	0.957958021077
TJPBXD13C24B1I	14.03153	274.714285714	214.0	4.18497147881	0.896471479278
TJPBXD13C24B2C	12.91234	285.041666667	240.0	5.04855881762	0.944194429317
TJPBXD13C24B2I	17.62147	362.256410256	293.0	3.26992087999	0.747451571023
TJPBXD13C25B1C	25.41995	629.166666667	481.0	5.64049762864	0.963986567352
TJPBXD13C25B1I	12.55777	218.045454545	153.0	3.23129557853	0.870691089208
TJPBXD13C25B2C	19.10881	436.028571429	303.0	5.55447608712	0.950782708373
TJPBXD13C25B2I	10.64525	133.884615385	111.0	0.787441306143	0.181210632712
TJPBXD13C27B1C	16.29901	360.034482759	305.0	5.58615483791	0.96252977423
TJPBXD13C27B1I	21.4948	440.024390244	355.0	4.02940098712	0.856505485253
TJPBXD13C27B2C	10.38113	257.666666667	184.0	3.48547442962	0.760655555365
TJPBXD13C27B2I	14.6439	253.6	196.0	2.6665799329	0.757182140659
TJPBXD13C30B1C	15.83279	354.535714286	309.0	5.69114360659	0.963455392652
TJPBXD13C30B1I	25.55758	620.02	460.0	5.31997259473	0.921294884013
TJPBXD13C30B2C	17.71297	435.243902439	344.0	5.92562335702	0.969885848969
TJPBXD13C30B2I	16.20022	349.260869565	256.0	5.24503245075	0.953042854858
TJPBXD13C31B1C	14.81216	353.0	286.0	4.97657327793	0.921548649318
TJPBXD13C31B1I	14.78499	354.05	219.0	2.40676260228	0.702689402782
TJPBXD13C31B2C	13.3834	320.714285714	242.0	5.16271618186	0.949148663495
TJPBXD13C32B1C	15.32193	459.0	312.0	5.81196217767	0.970820822158
TJPBXD13C32B1I	26.12102	526.01754386	415.0	3.70038267848	0.797220411253
TJPBXD13C32B2C	14.4086	372.444444444	293.0	4.62768328359	0.889062473006
TJPBXD13C32B2I	10.91793	158.666666667	104.0	2.13696492334	0.666888569702
TJPBXD13C33B1C	13.21679	291.0	249.0	5.47841458487	0.962433236943
TJPBXD13C33B2C	11.85189	359.357142857	278.0	4.69873865411	0.928626570543
TJPBXD13C33B2I	8.78972	178.5625	102.0	2.93944639374	0.774164892825
TJPBXD13C35B1C	19.22461	405.387096774	306.0	4.48324243694	0.883803621701
TJPBXD13C35B1I	10.82105	237.666666667	151.0	2.3971331532	0.700185221541
TJPBXD13C35B2C	20.21126	390.026315789	317.0	5.09647162047	0.936588604182
TJPBXD13C38B1C	15.92467	347.206896552	282.0	5.18670367762	0.948497336238
TJPBXD13C38B1I	9.64008	112.368421053	91.0	1.92596684617	0.593396528585
TJPBXD13C38B2C	14.88008	352.161290323	272.0	5.74488363282	0.970586690806
TJPBXD13C38B2I	10.01891	117.461538462	84.0	1.61881348373	0.602259602087
TJPBXD13C40B1C	9.48206	226.12	181.0	4.63949298419	0.930745140351
TJPBXD13C40B1I	19.49502	403.6	346.0	4.79545782883	0.908460500973
TJPBXD13C40B2C	14.36005	327.303030303	252.0	5.04106371651	0.94762730223
TJPBXD13C40B2I	19.23508	461.5	292.0	2.54536249409	0.718998943288
TJPBXD13C41B1C	17.01458	481.75	343.0	5.88255191361	0.962243244895
TJPBXD13C41B1I	21.79641	533.775510204	400.0	4.98406378468	0.932486135254
TJPBXD13C41B2C	13.89703	349.181818182	290.0	4.90129089813	0.933439919142
TJPBXD13C41B2I	10.76364	228.473684211	119.0	1.62821991385	0.598661407477
TJPBXD13C42B1C	15.94699	336.1875	265.0	4.89862707825	0.934933742574
TJPBXD13C42B1I	11.19338	147.217391304	115.0	1.4538458575	0.399398178314
TJPBXD13C42B2C	18.8212	496.433333333	383.0	6.11052708936	0.97539407182
TJPBXD13C42B2I	12.01654	161.333333333	96.0	0.874237400631	0.25591291765
TJPBXD13C43B1C	13.89469	348.418604651	297.0	4.37882619406	0.86085255239
TJPBXD13C43B1I	15.88904	401.913043478	243.0	3.20805057206	0.798069980498
TJPBXD13C43B2C	14.36824	365.363636364	279.0	5.45411255654	0.962949518547
TJPBXD13C43B2I	16.48569	288.025	205.0	2.24241452291	0.731587975164
TJPBXD13C46B1C	15.92362	414.714285714	279.0	5.98698131707	0.976959346856
TJPBXD13C46B1I	23.7752	516.508196721	427.0	4.04608090256	0.839691661059
TJPBXD13C46B2C	19.67342	502.25	443.0	6.19096875349	0.974118951172
TJPBXD13C46B2I	12.32032	286.772727273	209.0	4.76742638598	0.943743420623
TJPBXD13C47B1C	16.63629	345.052631579	255.0	4.86617983051	0.936535616972
TJPBXD13C47B1I	19.78026	433.583333333	279.0	3.52806643837	0.797892543469
TJPBXD13C47B2C	20.82517	388.033333333	325.0	6.0145883712	0.972173611156
TJPBXD13C47B2I	11.20107	185.041666667	140.0	3.21890224482	0.847078642487
TJPBXD13C48B1C	15.03673	318.4	268.0	4.59044833746	0.925636608146
TJPBXD13C48B1I	10.77326	163.516129032	133.0	1.77731893281	0.469221877273
TJPBXD13C48B2C	14.65379	327.882352941	234.0	5.22905562345	0.947992589308
TJPBXD13C48B2I	10.90019	164.111111111	73.0	3.15350949722	0.81694513084
TJPBXD13C49B1C	15.48445	383.8	283.0	5.36057564054	0.955811514021
TJPBXD13C49B1I	10.73258	181.5	124.0	4.29371125159	0.827959035231
TJPBXD13C49B2C	15.11379	372.714285714	294.0	5.61691085029	0.959480892105
TJPBXD13C49B2I	13.31275	275.689655172	190.0	2.32818752073	0.725817323501
TJPBXD13C51B1C	16.08378	402.137931034	309.0	5.36493306053	0.953935080825
TJPBXD13C51B1I	12.72066	230.625	171.0	1.69536794184	0.561377255214
TJPBXD13C51B2C	11.53116	300.956521739	224.0	4.16360712605	0.889156137316
TJPBXD13C51B2I	18.73807	288.073170732	201.0	5.87064755428	0.952405094225
TJPBXD13C52B1C	15.53399	397.333333333	300.0	4.99713577667	0.937450090438
TJPBXD13C52B1I	9.16661	153.714285714	116.0	4.66775451547	0.953270295204
TJPBXD13C52B2C	15.47646	333.714285714	273.0	4.45635185896	0.890233023593
TJPBXD13C52B2I	8.21381	136.0	70.0	3.74162395493	0.875468704009
TJPBXD13C54B1C	18.30567	441.9375	333.0	5.74781122452	0.964168596389
TJPBXD13C54B1I	18.22877	396.692307692	294.0	3.73373847728	0.793483380532
TJPBXD13C54B2C	16.86995	379.461538462	261.0	5.95374184121	0.973843505531
TJPBXD13C54B2I	8.79589	124.0	97.0	4.55297831465	0.950901692925
TJPBXD13C56B1C	12.39744	300.730769231	228.0	4.37987877314	0.916490926337
TJPBXD13C56B1I	16.70076	320.783783784	222.0	2.02552041149	0.604170447289
TJPBXD13C56B2C	14.65764	333.772727273	256.0	5.51174817894	0.962350541218
TJPBXD13C56B2I	23.84538	452.294117647	339.0	2.18645102568	0.692758678077
TJPBXD13C57B1C	18.28722	468.527777778	367.0	5.33899614231	0.949647434515
TJPBXD13C57B1I	24.54506	482.372093023	348.0	3.89039798705	0.843252624598
TJPBXD13C57B2C	14.79413	415.833333333	294.0	5.3934101947	0.952568421441
TJPBXD13C57B2I	10.45536	205.5	78.0	1.87074353444	0.607505616236
TJPBXD13C58B1C	22.75045	557.923076923	431.0	6.15922323391	0.974694215013
TJPBXD13C58B1I	7.83867	137.142857143	87.0	4.4570627383	0.945624609263
TJPBXD13C58B2C	19.19306	403.903225806	286.0	4.24325932488	0.908565618468
TJPBXD13C58B2I	9.53926	256.0	92.0	3.32916862936	0.803239034018
TJPBXD13C59B1C	19.40859	487.108108108	386.0	5.71936809132	0.966557774475
TJPBXD13C59B1I	25.86043	577.9	458.0	4.48127003693	0.869604570813
TJPBXD13C59B2C	15.11706	347.875	286.0	5.54960251211	0.953923366338
TJPBXD13C59B2I	15.66587	344.75	256.0	3.38889816017	0.792444745994
TJPBXD13C62B1C	16.12059	382.076923077	314.0	6.07116393052	0.974395548769
TJPBXD13C62B1I	14.48322	245.7	172.0	0.62714981983	0.127190855572
TJPBXD13C62B2C	14.20061	288.384615385	252.0	5.26601934679	0.953576497509
TJPBXD13C62B2I	11.27841	166.6875	102.0	3.51197152522	0.823536117589
TJPBXD13C64B1C	12.7709	307.5	216.0	4.47708588069	0.902870441016
TJPBXD13C64B1I	11.90202	232.5	162.0	3.68350302044	0.888452545532
TJPBXD13C64B2C	15.57688	381.5	289.0	5.42475227387	0.95757523588
TJPBXD13C64B2I	9.51919	181.666666667	100.0	1.41896709269	0.539540479388
TJPBXBaseInoc	9.49692	154.333333333	86.0	2.56512997246	0.680403131274
TJPBXD0I	17.2926	395.196078431	284.0	4.16407871536	0.925084401654
TJPBXFMB11Inco	10.13104	159.066666667	96.0	3.44646543068	0.859490077115
TJPBXTJInoc	15.90208	303.972972973	246.0	4.20821549976	0.885963820943
